id,thread_id,author_id,parent_id,body,xp_awarded,created_at,updated_at
359,176,45abfe15-6e8d-57cf-bda3-b7ae2b5c0bc7,358,I would keep the success measure separate from the feature list. Finishing the features does not prove they help.,false,2026-08-10T13:30:00+00:00,2026-08-10T13:30:00+00:00
360,176,44a33563-638c-52da-ae01-285f43dfcb99,\N,"Ours said ""students can find an available room"". We changed it to finding one in under a minute using the list view.",false,2026-08-10T20:30:00+00:00,2026-08-10T20:30:00+00:00
361,176,f223e569-d735-5980-b77b-25d459e64a37,\N,How many people did you test with?,true,2026-08-11T03:30:00+00:00,2026-08-11T03:30:00+00:00
362,176,5532dec3-02ae-5ac3-8b57-2e8214a8598b,361,"Only four for the first pass, so we treated it as usability feedback, not evidence about the whole campus.",false,2026-08-11T10:30:00+00:00,2026-08-11T10:30:00+00:00
363,176,3d016498-e16a-5ad9-95c7-b633dfc6a142,\N,We also wrote down the devices they used. Two problems only happened on phones.,false,2026-08-11T17:30:00+00:00,2026-08-11T17:30:00+00:00
364,176,096499d2-73d6-5063-9dd4-a7c1aebac61d,\N,"Agree on testing early, but a stopwatch can make people rush. Ask them to think aloud in a separate pass.",false,2026-08-12T00:30:00+00:00,2026-08-12T00:30:00+00:00
365,176,f223e569-d735-5980-b77b-25d459e64a37,364,Good point. We will do the first pass without timing it.,false,2026-08-12T07:30:00+00:00,2026-08-12T07:30:00+00:00
366,176,e3efd234-c7f9-5957-937f-661b1c3981ef,\N,Our brief includes who can make a scope decision when teammates disagree. That avoided a few stalled meetings.,false,2026-08-12T14:30:00+00:00,2026-08-12T14:30:00+00:00
367,176,729fe171-fa0d-547e-b374-39bd19f4c645,\N,"We use one person for each decision, but anyone can leave a concern in the notes.",false,2026-08-12T21:30:00+00:00,2026-08-12T21:30:00+00:00
368,176,368442e7-2dfe-5df4-9ab7-a468b984050a,367,A sketch helped us more than another paragraph. It made the different assumptions visible.,false,2026-08-13T04:30:00+00:00,2026-08-13T04:30:00+00:00
369,176,f223e569-d735-5980-b77b-25d459e64a37,\N,I have cut our brief from three pages to half a page and added the sketch. Much easier to discuss now.,true,2026-08-13T11:30:00+00:00,2026-08-13T11:30:00+00:00
370,176,bf54d417-d834-5d3e-a7f9-106377fe05a5,\N,Leave a dated copy when the scope changes. It makes the final reflection easier to write.,false,2026-08-13T18:30:00+00:00,2026-08-13T18:30:00+00:00
