id,project_id,assignee_id,title,description,status,priority,due_date,order,xp_awarded,created_at,updated_at
249,132,878bb7d9-5569-5efb-bbd1-5e39d62d594d,Write the first-use checklist for Club handover folder,Keep the checklist to one flow and note what data is required before starting.,todo,low,2026-09-25,1,false,2026-07-19T08:30:00+00:00,2026-07-19T08:30:00+00:00
250,132,7bdf8ad6-1318-5f74-9112-e2b655e215a2,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Help an outgoing club committee leave useful notes for the next team.",in_progress,high,2026-09-26,2,false,2026-07-19T09:30:00+00:00,2026-07-19T09:30:00+00:00
251,132,9d1c460b-bd0b-57ff-ac14-f2b10f73edd3,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,in_progress,low,2026-09-27,3,false,2026-07-19T10:30:00+00:00,2026-07-19T10:30:00+00:00
252,132,6e82bb3e-ede8-5803-ba1a-cc3aa8766199,Document the setup and known limits,Check a clean setup and include this boundary: Separate public event guides from committee-only notes.,todo,medium,2026-09-28,4,false,2026-07-19T11:30:00+00:00,2026-07-19T11:30:00+00:00
253,133,bf54d417-d834-5d3e-a7f9-106377fe05a5,Show when a price was last checked,Record the date of each price rather than presenting old quotes as current.,todo,medium,2026-09-25,0,false,2026-07-13T02:30:00+00:00,2026-07-13T02:30:00+00:00
254,133,88820056-e901-59a1-b2ca-c4e813b34f7b,Write the first-use checklist for Bike repair pricebook,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-26,1,false,2026-07-13T03:30:00+00:00,2026-07-13T03:30:00+00:00
255,133,50de23a6-cd45-55ac-adb0-06d14b4ed8ce,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Compare parts costs for a small community bike workshop.",todo,high,2026-09-27,2,false,2026-07-13T04:30:00+00:00,2026-07-13T04:30:00+00:00
256,133,f985b68e-39ae-5c83-8468-2b126802c414,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,low,2026-09-28,3,false,2026-07-13T05:30:00+00:00,2026-07-13T05:30:00+00:00
257,134,53f78f7e-e2df-586b-b483-5748c92d0f9f,Add a moderator review queue,Moderators can hide personal information before a question is displayed.,done,medium,2026-08-31,0,true,2026-08-28T20:30:00+00:00,2026-08-31T20:30:00+00:00
258,134,61347d09-09eb-5f04-a4ec-fe830319799f,Write the first-use checklist for Seminar question wall,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-09-01,1,true,2026-08-28T21:30:00+00:00,2026-09-01T21:30:00+00:00
259,134,b7f1d97d-9f3c-5885-b9ef-48d67a16a686,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Collect questions during a seminar without interrupting the speaker.",done,medium,2026-09-02,2,true,2026-08-28T22:30:00+00:00,2026-09-02T22:30:00+00:00
260,135,ffe47fd1-7989-5728-addd-50b504edd889,Add dates to route condition reports,"Reports are observations, not navigation guarantees.",todo,high,2026-09-27,0,false,2026-07-27T03:30:00+00:00,2026-07-27T03:30:00+00:00
261,135,729fe171-fa0d-547e-b374-39bd19f4c645,Write the first-use checklist for Rain route diary,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-07-31,1,true,2026-07-27T04:30:00+00:00,2026-07-31T04:30:00+00:00
262,135,f22a7317-9c2b-5d13-99b9-1a1622094bb3,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Record which walking routes stayed usable after heavy rain.",todo,medium,2026-09-29,2,false,2026-07-27T05:30:00+00:00,2026-07-27T05:30:00+00:00
263,135,37b7aed3-d207-54f7-b4ec-0e05c50eaeb2,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,in_progress,low,2026-09-30,3,false,2026-07-27T06:30:00+00:00,2026-07-27T06:30:00+00:00
264,136,7624f38b-fbca-546f-af04-c9dda9318f82,Separate submitted and approved hours,Coordinators confirm sessions; users cannot approve their own hours.,done,medium,2026-08-13,0,true,2026-08-10T07:30:00+00:00,2026-08-13T07:30:00+00:00
265,136,001e944b-e64e-5742-afb7-5e04327e41ee,Write the first-use checklist for Volunteer hour ledger,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-08-14,1,true,2026-08-10T08:30:00+00:00,2026-08-14T08:30:00+00:00
266,136,7624f38b-fbca-546f-af04-c9dda9318f82,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Keep volunteer hours for a student-run tutoring group.",done,medium,2026-08-15,2,true,2026-08-10T09:30:00+00:00,2026-08-15T09:30:00+00:00
267,136,001e944b-e64e-5742-afb7-5e04327e41ee,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,medium,2026-08-16,3,true,2026-08-10T10:30:00+00:00,2026-08-16T10:30:00+00:00
268,136,7624f38b-fbca-546f-af04-c9dda9318f82,Document the setup and known limits,Check a clean setup and include this boundary: Coordinators confirm sessions; users cannot approve their own hours.,done,low,2026-08-17,4,true,2026-08-10T11:30:00+00:00,2026-08-17T11:30:00+00:00
269,136,001e944b-e64e-5742-afb7-5e04327e41ee,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-08-18,5,true,2026-08-10T12:30:00+00:00,2026-08-18T12:30:00+00:00
270,136,7624f38b-fbca-546f-af04-c9dda9318f82,Add regression checks for the main flow,Cover the behaviour behind this task: separate submitted and approved hours.,done,high,2026-08-19,6,true,2026-08-10T13:30:00+00:00,2026-08-19T13:30:00+00:00
271,137,20b4182c-90f7-51da-99e8-97ade4d19a92,Add a missing-data legend,"Preserve units, source dates and missing values in the final chart.",todo,medium,2026-09-29,0,false,2026-07-30T20:30:00+00:00,2026-07-30T20:30:00+00:00
272,137,5421f79d-ed60-5eed-852b-01b379adab9e,Write the first-use checklist for Open dataset postcard,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-30,1,false,2026-07-30T21:30:00+00:00,2026-07-30T21:30:00+00:00
273,137,4307ee18-2e16-50be-abbc-db160bb8e8fd,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Explain one public dataset with a chart and a note about its limitations.",todo,medium,2026-10-01,2,false,2026-07-30T22:30:00+00:00,2026-07-30T22:30:00+00:00
274,137,f3744506-cae3-5f81-8a4f-506a60395be8,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,high,2026-10-02,3,false,2026-07-30T23:30:00+00:00,2026-07-30T23:30:00+00:00
275,137,37b7aed3-d207-54f7-b4ec-0e05c50eaeb2,Document the setup and known limits,"Check a clean setup and include this boundary: Preserve units, source dates and missing values in the final chart.",todo,medium,2026-10-03,4,false,2026-07-31T00:30:00+00:00,2026-07-31T00:30:00+00:00
276,137,20b4182c-90f7-51da-99e8-97ade4d19a92,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",todo,medium,2026-10-04,5,false,2026-07-31T01:30:00+00:00,2026-07-31T01:30:00+00:00
277,138,1b1e4344-fde4-5cc2-b82c-4fb458696522,Compare against a weekly baseline,Use aggregated counts and compare the model with last week's pattern.,done,high,2026-08-27,0,true,2026-08-24T03:30:00+00:00,2026-08-27T03:30:00+00:00
278,138,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,Write the first-use checklist for Reading room occupancy,Keep the checklist to one flow and note what data is required before starting.,review,low,2026-10-01,1,false,2026-08-24T04:30:00+00:00,2026-08-24T04:30:00+00:00
279,138,0da68170-ff38-5dad-9224-770d261f1c8a,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Estimate quiet-room demand from anonymous hourly counts.",in_progress,low,2026-10-02,2,false,2026-08-24T05:30:00+00:00,2026-08-24T05:30:00+00:00
280,138,ae7ac442-d880-5cd8-bc30-8d21c5f7dc54,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-10-03,3,false,2026-08-24T06:30:00+00:00,2026-08-24T06:30:00+00:00
281,138,d16e3cdc-2868-563d-867d-62fa9b8b24ea,Document the setup and known limits,Check a clean setup and include this boundary: Use aggregated counts and compare the model with last week's pattern.,done,medium,2026-08-31,4,true,2026-08-24T07:30:00+00:00,2026-08-31T07:30:00+00:00
282,138,61347d09-09eb-5f04-a4ec-fe830319799f,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",review,high,2026-10-05,5,false,2026-08-24T08:30:00+00:00,2026-08-24T08:30:00+00:00
283,138,1b1e4344-fde4-5cc2-b82c-4fb458696522,Add regression checks for the main flow,Cover the behaviour behind this task: compare against a weekly baseline.,review,medium,2026-10-06,6,false,2026-08-24T09:30:00+00:00,2026-08-24T09:30:00+00:00
284,138,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,Prepare the project handover notes,"Include a working example, remaining issues, and who last worked on each part.",done,urgent,2026-09-03,7,true,2026-08-24T10:30:00+00:00,2026-09-03T10:30:00+00:00
285,139,2e2e8079-6c9e-51c9-bc7e-1475045fd514,Normalize readings by measurement duration,Use manual readings and keep the measurement interval visible.,done,medium,2026-08-25,0,true,2026-08-22T14:30:00+00:00,2026-08-25T14:30:00+00:00
286,139,88a268b0-6bca-5583-b041-ffdbc51be7e6,Write the first-use checklist for Dorm energy notebook,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-08-26,1,true,2026-08-22T15:30:00+00:00,2026-08-26T15:30:00+00:00
287,139,54561bf4-fe37-5b37-934d-9c7f81542f8b,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Compare plug-meter readings for shared appliances.",done,medium,2026-08-27,2,true,2026-08-22T16:30:00+00:00,2026-08-27T16:30:00+00:00
288,139,96ccee9a-30f2-56cd-b597-a927c84e0f75,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,medium,2026-08-28,3,true,2026-08-22T17:30:00+00:00,2026-08-28T17:30:00+00:00
289,139,2e2e8079-6c9e-51c9-bc7e-1475045fd514,Document the setup and known limits,Check a clean setup and include this boundary: Use manual readings and keep the measurement interval visible.,done,low,2026-08-29,4,true,2026-08-22T18:30:00+00:00,2026-08-29T18:30:00+00:00
290,139,88a268b0-6bca-5583-b041-ffdbc51be7e6,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-08-30,5,true,2026-08-22T19:30:00+00:00,2026-08-30T19:30:00+00:00
291,139,54561bf4-fe37-5b37-934d-9c7f81542f8b,Add regression checks for the main flow,Cover the behaviour behind this task: normalize readings by measurement duration.,done,medium,2026-08-31,6,true,2026-08-22T20:30:00+00:00,2026-08-31T20:30:00+00:00
292,139,96ccee9a-30f2-56cd-b597-a927c84e0f75,Prepare the project handover notes,"Include a working example, remaining issues, and who last worked on each part.",done,low,2026-09-01,7,true,2026-08-22T21:30:00+00:00,2026-09-01T21:30:00+00:00
293,140,bdc5faf6-386d-5338-99a0-32d156bcbd68,Add a clear delete-recording action,Recordings stay on the device unless the student exports them.,review,high,2026-09-23,0,false,2026-08-13T04:30:00+00:00,2026-08-13T04:30:00+00:00
294,140,77c684c4-9514-5edc-85ff-1052c8544c14,Write the first-use checklist for Interview practice recorder,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-08-17,1,true,2026-08-13T05:30:00+00:00,2026-08-17T05:30:00+00:00
295,140,bdc5faf6-386d-5338-99a0-32d156bcbd68,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Let students record a practice answer and write their own feedback.",in_progress,medium,2026-09-25,2,false,2026-08-13T06:30:00+00:00,2026-08-13T06:30:00+00:00
296,140,77c684c4-9514-5edc-85ff-1052c8544c14,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,low,2026-09-26,3,false,2026-08-13T07:30:00+00:00,2026-08-13T07:30:00+00:00
297,140,bdc5faf6-386d-5338-99a0-32d156bcbd68,Document the setup and known limits,Check a clean setup and include this boundary: Recordings stay on the device unless the student exports them.,done,medium,2026-08-20,4,true,2026-08-13T08:30:00+00:00,2026-08-20T08:30:00+00:00
298,140,77c684c4-9514-5edc-85ff-1052c8544c14,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",review,medium,2026-09-28,5,false,2026-08-13T09:30:00+00:00,2026-08-13T09:30:00+00:00
299,141,45abfe15-6e8d-57cf-bda3-b7ae2b5c0bc7,Confirm rescheduled appointments,Changing a slot must not silently move existing bookings.,done,medium,2026-08-28,0,true,2026-08-25T05:30:00+00:00,2026-08-28T05:30:00+00:00
300,141,58074159-53d7-5a52-8436-d84a05af35a9,Write the first-use checklist for Office-hours planner,Keep the checklist to one flow and note what data is required before starting.,review,low,2026-09-25,1,false,2026-08-25T06:30:00+00:00,2026-08-25T06:30:00+00:00
301,141,a53c485b-a35c-51fb-84a5-364207ce0adb,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Make it easier to book a tutor slot without long group-chat threads.",done,low,2026-08-30,2,true,2026-08-25T07:30:00+00:00,2026-08-30T07:30:00+00:00
302,142,693ebb02-ab3f-5d60-b798-d4d4df4900d2,Handle cancelled print jobs correctly,Import a sample job log; do not connect to a real campus printer.,todo,medium,2026-09-25,0,false,2026-07-28T16:30:00+00:00,2026-07-28T16:30:00+00:00
303,142,f4793612-bd5c-52c4-b29e-226fe28a77ca,Write the first-use checklist for Print quota companion,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-26,1,false,2026-07-28T17:30:00+00:00,2026-07-28T17:30:00+00:00
304,142,d9fbcbde-376a-5f82-9fb5-268a24b02d57,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Track a student's print jobs against a monthly allowance.",todo,high,2026-09-27,2,false,2026-07-28T18:30:00+00:00,2026-07-28T18:30:00+00:00
305,142,693ebb02-ab3f-5d60-b798-d4d4df4900d2,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-09-28,3,false,2026-07-28T19:30:00+00:00,2026-07-28T19:30:00+00:00
306,142,f4793612-bd5c-52c4-b29e-226fe28a77ca,Document the setup and known limits,Check a clean setup and include this boundary: Import a sample job log; do not connect to a real campus printer.,todo,medium,2026-09-29,4,false,2026-07-28T20:30:00+00:00,2026-07-28T20:30:00+00:00
307,142,d9fbcbde-376a-5f82-9fb5-268a24b02d57,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",todo,high,2026-09-30,5,false,2026-07-28T21:30:00+00:00,2026-07-28T21:30:00+00:00
308,142,693ebb02-ab3f-5d60-b798-d4d4df4900d2,Add regression checks for the main flow,Cover the behaviour behind this task: handle cancelled print jobs correctly.,todo,high,2026-10-01,6,false,2026-07-28T22:30:00+00:00,2026-07-28T22:30:00+00:00
309,142,f4793612-bd5c-52c4-b29e-226fe28a77ca,Prepare the project handover notes,"Include a working example, remaining issues, and who last worked on each part.",todo,medium,2026-10-02,7,false,2026-07-28T23:30:00+00:00,2026-07-28T23:30:00+00:00
310,143,88820056-e901-59a1-b2ca-c4e813b34f7b,Label feedback by draft version,Comments refer to a version so old feedback is not attached to a new image.,done,medium,2026-07-22,0,true,2026-07-19T17:30:00+00:00,2026-07-22T17:30:00+00:00
311,143,eb3717c1-cd92-5eeb-af40-9df7f3132426,Write the first-use checklist for Studio critique board,Keep the checklist to one flow and note what data is required before starting.,in_progress,medium,2026-09-27,1,false,2026-07-19T18:30:00+00:00,2026-07-19T18:30:00+00:00
312,143,d9fbcbde-376a-5f82-9fb5-268a24b02d57,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Collect feedback on a design draft around specific questions.",done,low,2026-07-24,2,true,2026-07-19T19:30:00+00:00,2026-07-24T19:30:00+00:00
313,144,878bb7d9-5569-5efb-bbd1-5e39d62d594d,Support stock corrections with a reason,"Work with item counts first, with no payment processing.",done,low,2026-08-01,0,true,2026-07-29T16:30:00+00:00,2026-08-01T16:30:00+00:00
314,144,eeeb9e89-042f-5fdc-8fcf-2c3ad56f9bf1,Write the first-use checklist for Local shop stock cards,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-08-02,1,true,2026-07-29T17:30:00+00:00,2026-08-02T17:30:00+00:00
315,144,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Make a simple stock-count tool for a shop with a small catalogue.",done,medium,2026-08-03,2,true,2026-07-29T18:30:00+00:00,2026-08-03T18:30:00+00:00
316,144,878bb7d9-5569-5efb-bbd1-5e39d62d594d,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,high,2026-08-04,3,true,2026-07-29T19:30:00+00:00,2026-08-04T19:30:00+00:00
317,144,eeeb9e89-042f-5fdc-8fcf-2c3ad56f9bf1,Document the setup and known limits,"Check a clean setup and include this boundary: Work with item counts first, with no payment processing.",done,medium,2026-08-05,4,true,2026-07-29T20:30:00+00:00,2026-08-05T20:30:00+00:00
318,144,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-08-06,5,true,2026-07-29T21:30:00+00:00,2026-08-06T21:30:00+00:00
319,145,6ac5a7a4-ae0d-5e31-8a7c-d85b63a96c46,Convert package prices into portion costs,Keep currency and package sizes explicit so comparisons are fair.,todo,high,2026-09-28,0,false,2026-07-08T18:30:00+00:00,2026-07-08T18:30:00+00:00
320,145,a0a53b38-722a-56e6-a52c-fe0e06169a59,Write the first-use checklist for Meal budget worksheet,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-29,1,false,2026-07-08T19:30:00+00:00,2026-07-08T19:30:00+00:00
321,145,0bd9c807-50b6-567b-befe-96c80ed2fc9d,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Compare the cost of a week's meal plan using manually entered prices.",todo,medium,2026-09-30,2,false,2026-07-08T20:30:00+00:00,2026-07-08T20:30:00+00:00
322,146,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,Write a data-minimisation checklist,Use fictional forms and point out unnecessary fields.,done,medium,2026-08-30,0,true,2026-08-27T19:30:00+00:00,2026-08-30T19:30:00+00:00
323,146,88a268b0-6bca-5583-b041-ffdbc51be7e6,Write the first-use checklist for Consent form sandbox,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-08-31,1,true,2026-08-27T20:30:00+00:00,2026-08-31T20:30:00+00:00
324,146,37b7aed3-d207-54f7-b4ec-0e05c50eaeb2,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Help classmates see what information a survey is asking them to share.",in_progress,high,2026-10-01,2,false,2026-08-27T21:30:00+00:00,2026-08-27T21:30:00+00:00
325,146,fd96bbd1-5601-5c99-a1e2-04b09168b35e,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,medium,2026-09-02,3,true,2026-08-27T22:30:00+00:00,2026-09-02T22:30:00+00:00
326,146,77c684c4-9514-5edc-85ff-1052c8544c14,Document the setup and known limits,Check a clean setup and include this boundary: Use fictional forms and point out unnecessary fields.,todo,medium,2026-10-03,4,false,2026-08-27T23:30:00+00:00,2026-08-27T23:30:00+00:00
327,146,b7180518-4b5b-54ef-9060-958212d05ab7,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",todo,low,2026-10-04,5,false,2026-08-28T00:30:00+00:00,2026-08-28T00:30:00+00:00
328,146,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,Add regression checks for the main flow,Cover the behaviour behind this task: write a data-minimisation checklist.,in_progress,medium,2026-10-05,6,false,2026-08-28T01:30:00+00:00,2026-08-28T01:30:00+00:00
329,147,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,Make example links non-clickable,All examples are fictional and links are inert; never collect credentials.,todo,medium,2026-09-30,0,false,2026-06-30T02:30:00+00:00,2026-06-30T02:30:00+00:00
330,147,dfe9e449-d177-56af-a679-d3e1c78c5c02,Write the first-use checklist for Phishing practice lab,Keep the checklist to one flow and note what data is required before starting.,todo,low,2026-10-01,1,false,2026-06-30T03:30:00+00:00,2026-06-30T03:30:00+00:00
331,147,eb3717c1-cd92-5eeb-af40-9df7f3132426,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Teach students to inspect suspicious messages using safe examples.",todo,medium,2026-10-02,2,false,2026-06-30T04:30:00+00:00,2026-06-30T04:30:00+00:00
332,147,eeeb9e89-042f-5fdc-8fcf-2c3ad56f9bf1,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-10-03,3,false,2026-06-30T05:30:00+00:00,2026-06-30T05:30:00+00:00
333,147,88a268b0-6bca-5583-b041-ffdbc51be7e6,Document the setup and known limits,Check a clean setup and include this boundary: All examples are fictional and links are inert; never collect credentials.,todo,high,2026-10-04,4,false,2026-06-30T06:30:00+00:00,2026-06-30T06:30:00+00:00
334,148,373cd20e-25d5-5a46-a0ae-18157cf68a55,Link update decisions to test notes,Store release links and test results without claiming to audit packages.,todo,high,2026-09-22,0,false,2026-07-27T04:30:00+00:00,2026-07-27T04:30:00+00:00
335,148,b7f1d97d-9f3c-5885-b9ef-48d67a16a686,Write the first-use checklist for Dependency update journal,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-23,1,false,2026-07-27T05:30:00+00:00,2026-07-27T05:30:00+00:00
336,148,f985b68e-39ae-5c83-8468-2b126802c414,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Document why a student project accepted or postponed a package update.",todo,medium,2026-09-24,2,false,2026-07-27T06:30:00+00:00,2026-07-27T06:30:00+00:00
337,149,f4793612-bd5c-52c4-b29e-226fe28a77ca,Mark stale health-check results,Show recent failures and stale checks; do not promise production uptime.,todo,high,2026-09-23,0,false,2026-08-08T15:30:00+00:00,2026-08-08T15:30:00+00:00
338,149,88a268b0-6bca-5583-b041-ffdbc51be7e6,Write the first-use checklist for Small API status page,Keep the checklist to one flow and note what data is required before starting.,in_progress,medium,2026-09-24,1,false,2026-08-08T16:30:00+00:00,2026-08-08T16:30:00+00:00
339,149,f4793612-bd5c-52c4-b29e-226fe28a77ca,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Show whether a class project's API health check is responding.",todo,medium,2026-09-25,2,false,2026-08-08T17:30:00+00:00,2026-08-08T17:30:00+00:00
340,150,1873645b-b54c-51dc-a41a-7131e831a64f,Include irregular travel days in estimates,Prices are entered by the user and carry an effective date.,done,low,2026-08-21,0,true,2026-08-18T23:30:00+00:00,2026-08-21T23:30:00+00:00
341,150,63fdd1e3-9db3-5b05-9799-510eea6abab7,Write the first-use checklist for Commute cost comparison,Keep the checklist to one flow and note what data is required before starting.,todo,low,2026-09-25,1,false,2026-08-19T00:30:00+00:00,2026-08-19T00:30:00+00:00
342,150,001e944b-e64e-5742-afb7-5e04327e41ee,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Compare a monthly travel pass with pay-as-you-go trips.",in_progress,low,2026-09-26,2,false,2026-08-19T01:30:00+00:00,2026-08-19T01:30:00+00:00
343,150,eb3717c1-cd92-5eeb-af40-9df7f3132426,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-09-27,3,false,2026-08-19T02:30:00+00:00,2026-08-19T02:30:00+00:00
344,150,ae7ac442-d880-5cd8-bc30-8d21c5f7dc54,Document the setup and known limits,Check a clean setup and include this boundary: Prices are entered by the user and carry an effective date.,in_progress,medium,2026-09-28,4,false,2026-08-19T03:30:00+00:00,2026-08-19T03:30:00+00:00
345,151,9edec740-5de6-5c27-8233-5cf72946b182,Add a report-needs-review state,Accessibility details need a date and an uncertainty note.,in_progress,medium,2026-09-25,0,false,2026-07-30T00:30:00+00:00,2026-07-30T00:30:00+00:00
346,151,67357d35-e727-50a5-9114-d5f2da172374,Write the first-use checklist for Public toilet access notes,Keep the checklist to one flow and note what data is required before starting.,todo,high,2026-09-26,1,false,2026-07-30T01:30:00+00:00,2026-07-30T01:30:00+00:00
347,151,ef763ec1-f93c-5744-9640-4ca59adf9347,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Map public facility access information from community observations.",done,medium,2026-08-04,2,true,2026-07-30T02:30:00+00:00,2026-08-04T02:30:00+00:00
348,152,7298015b-9105-595a-b879-3013c08053f7,Track the source language of each term,Contributors explain terms in their own words rather than copying chapters.,done,medium,2026-08-19,0,true,2026-08-16T20:30:00+00:00,2026-08-19T20:30:00+00:00
349,152,cb162f3d-006f-544e-bfa6-f9abb8a52026,Write the first-use checklist for Reading list translator notes,Keep the checklist to one flow and note what data is required before starting.,todo,urgent,2026-09-27,1,false,2026-08-16T21:30:00+00:00,2026-08-16T21:30:00+00:00
350,152,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Keep a bilingual glossary alongside a shared reading list.",done,medium,2026-08-21,2,true,2026-08-16T22:30:00+00:00,2026-08-21T22:30:00+00:00
351,152,fb400c3e-ecd0-522e-8b8e-1323946be71a,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,in_progress,high,2026-09-29,3,false,2026-08-16T23:30:00+00:00,2026-08-16T23:30:00+00:00
352,152,f22a7317-9c2b-5d13-99b9-1a1622094bb3,Document the setup and known limits,Check a clean setup and include this boundary: Contributors explain terms in their own words rather than copying chapters.,todo,high,2026-09-30,4,false,2026-08-17T00:30:00+00:00,2026-08-17T00:30:00+00:00
353,152,8fa5b823-1a70-59f7-9bb2-b3d5f36dc82b,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,high,2026-08-25,5,true,2026-08-17T01:30:00+00:00,2026-08-25T01:30:00+00:00
354,153,06657aeb-b604-5b0d-9281-d2e5afb78a9d,Move missed sessions to a free day,Allow rescheduling when someone misses a session instead of adding guilt messages.,todo,high,2026-09-27,0,false,2026-08-27T22:30:00+00:00,2026-08-27T22:30:00+00:00
355,153,001e944b-e64e-5742-afb7-5e04327e41ee,Write the first-use checklist for Exam revision calendar,Keep the checklist to one flow and note what data is required before starting.,todo,high,2026-09-28,1,false,2026-08-27T23:30:00+00:00,2026-08-27T23:30:00+00:00
356,153,53f78f7e-e2df-586b-b483-5748c92d0f9f,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Schedule spaced revision around actual exam dates.",todo,medium,2026-09-29,2,false,2026-08-28T00:30:00+00:00,2026-08-28T00:30:00+00:00
357,153,fb400c3e-ecd0-522e-8b8e-1323946be71a,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,low,2026-09-30,3,false,2026-08-28T01:30:00+00:00,2026-08-28T01:30:00+00:00
358,154,082b47e7-5a06-5a34-bd49-595c82b2b196,Hide identifying details in calendar exports,Use participant codes in the calendar and keep contact details outside the prototype.,review,medium,2026-09-28,0,false,2026-08-19T01:30:00+00:00,2026-08-19T01:30:00+00:00
359,154,f22a7317-9c2b-5d13-99b9-1a1622094bb3,Write the first-use checklist for Research interview scheduler,Keep the checklist to one flow and note what data is required before starting.,todo,high,2026-09-29,1,false,2026-08-19T02:30:00+00:00,2026-08-19T02:30:00+00:00
360,154,508d03e7-de84-523a-8242-f48abc9451d7,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Coordinate interviews for a student research project.",in_progress,medium,2026-09-30,2,false,2026-08-19T03:30:00+00:00,2026-08-19T03:30:00+00:00
361,154,082b47e7-5a06-5a34-bd49-595c82b2b196,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-10-01,3,false,2026-08-19T04:30:00+00:00,2026-08-19T04:30:00+00:00
